,artist,song,weeks_on_chart,peak_rank,lyrics,length,word_count,language,language_score
632,Kenny Chesney,Happy Does,6,85,"Ol' Sunoco Charlie drives an '87 Harley Sells gasoline and what you drink 8 to 3 AM Got a tattoo for the Corps and ex wife number four Hummin' along, schoolin' you on the songs on his station He could be another one cussin' the government, nah, but he smiles Got hundred reasons not to, but he's the poster child for  Happy is as happy does Grab a six string, find a rope swing Hang a palm tree in your truck Drink a beer just because Steal a slow dance in a rain storm And a kiss from who you love Laugh and live with a half-full cup Yeah, happy is as happy does  Some find it in the scripture or a Polaroid picture Or flip a coin, heads, you're goin' to Tucson, Arizona But it damn sure ain't in the lookin' back on the stuff you never did Sometimes, you're gonna feel that, but life is better when  Happy is as happy does Grab a six string, find a rope swing Hang a palm tree in your truck Drink a beer just because Steal a slow dance in a rain storm And a kiss from who you love Laugh and live with a half-full cup 'Cause happy is as happy does  She's a long way from the old her In this mountain dive in Boulder Every pickle jar, crinkled dollar Takes her another mile high  Happy is as happy does Grab a six string, find a rope swing Hang a palm tree in your truck Drink a beer just because Steal a slow dance in a rain storm And a kiss from who you love Laugh and live with a half-full cup When it's all black clouds, find the sun 'Cause happy is as happy does  Happy is as happy does Laugh and live with a half-full cup",1527,309,en,0.9999970643058673
633,Kenny Chesney,Here And Now,15,38,"Seen the skyline of New York City Fireflies in Tennessee Sipped a little shine from a paper sack that'll Knock the horns off a Cadillac I must've sat on a dozen islands Watched the sun sink into the sea Been there, done that, got the T-shirt and hat But my favorite place to be is  Here and now Nowhere else in this world enough You and me, ain't it good to be alive? Ain't no better place, ain't no better time Than here and now Everybody's waiting, but they're waiting on what? Better get to living 'cause all we've got is here and now  Think I fell in love for the first time With a girl from Mexico Thought I found a true love in Malibu, but That water was a little too cold Yeah, I left a few tears in the rearview One or two that were hard to forget Why you think we call the present the present? 'Cause there ain't no better gift than  Here and now Nowhere else in this world enough You and me, ain't it good to be alive? Ain't no better place, ain't no better time Than here and now Everybody's waiting, but they're waiting on what? Better get to living 'cause all we've got is here and now  A lotta people dreaming 'bout one-day-some-days Waiting just around the bend (Waiting just around the bend) I used to be one wonderin' when they'd come But now I'm livin' in (But now I'm livin' in) Here and now Yeah, I'm livin' in the  Here and now Nowhere else in this world enough You and me, ain't it good to be alive? Ain't no better place, ain't no better time Than here and now Everybody's waiting, but they're waiting on what? Better get to living 'cause all we've got is here and now",1591,308,en,0.9999974037063235
634,Kenny Chesney,Tip Of My Tongue,20,73,"I love the dimples in the small of your back The way they're speaking to me just like that Red wine made my imagination run Oh, I can taste it on the tip of my tongue  Let it run, let it roll Baby, I am under your control Love me fast, kiss me slow Hang on to anything you can hold  It's a long way down To where I wanna go It's a long way down To the center of your soul It's a long way down And I'm a loaded gun But I love your salt and sugar on the tip of my tongue  Girl, believe me when I say it's true Nobody makes me feel the way you do Well, I love you from the morning 'til the setting sun, yeah I can taste the ocean on the tip of my tongue  Let it run, let it roll Baby, I am under your control Love me fast, kiss me slow Hang onto anything you can hold  It's a long way down To where I wanna go It's a long way down To the center of your soul It's a long way down And I'm a loaded gun But I love your salt and sugar on the tip of my tongue Yeah, I love your salt and sugar on the tip of my tongue  It's a long way down It's a long way down  It's a long way down And I'm a loaded gun But I love your salt and sugar on the tip of my tongue Yeah, I love your salt and sugar on the tip of my tongue  I wanna love you 'til my days are done I wanna tell you that I think that you're the one Oh girl, you know when it's all said and done Everything about you's on the tip of my tongue",1389,310,en,0.9999971730946935
639,Khalid,My Bad,3,55,"Can't count up the times you've blown my line And that's been on my mind a lot lately I wanna leave the extra all behind, mmm And I know that you wanna be my baby, mmm yeah  Said, my bad Blowin' me up, you've been wildin' We was cool, yeah, we was vibin' Gotta put my phone on silent So my, my, my, my bad Blowin' me up, you've been wildin' We were cool, yeah, we was vibin' Gotta put my phone on silent So my, my, my bad  Oh, we both care about it But arguing with me just isn't worth it No, no, no Don't go reachin' in your bag, your bag, yeah I didn't text you back 'cause I was workin' Ah, yeah  Said, my bad Blowin' me up, you've been wildin' We was cool, yeah, we was vibin' Gotta put my phone on silent So my, my, my, my bad Blowin' me up, you've been wildin' We were cool, yeah, we was vibin' Gotta put my phone on silent So my, my, my bad  Gave you all the signs Gave you all of my time, my love You're followin' the signs But you're followin' the wrong signs, my love Gave you all the signs Gave you all of my time, my love (Gave you all my time and all my love) You're followin' the signs But you're followin' the wrong signs, my love  Said, my bad Blowin' me up, you've been wildin' We was cool, yeah, we was vibin' (Vibin') Gotta put my phone on silent (On silent) So my, my, my, my bad (My bad) Blowin' me up, you've been wildin' (Blowin' me up) We were cool, yeah, we was vibin' Gotta put my phone on silent So my, my, my bad  Oh my, my, my Oh my, my, my My bad, my bad Alright",1492,310,en,0.9999965869988211
640,Khalid,Talk,46,3,"Can we just talk? Can we just talk? Talk about where we're goin' Before we get lost, lend me your thoughts Can't get what we want without knowin' I've never felt like this before I apologize if I'm movin' too far Can we just talk? Can we just talk? Figure out where we're goin'  Yeah, started off right I can see it in your eyes I can tell that you're wantin' more What's been on your mind? There's no reason we should hide Tell me somethin' I ain't heard before  Oh, I've been dreamin' 'bout it And it's you I'm on So stop thinkin' 'bout it  Can we just talk? Can we just talk? Talk about where we're goin' Before we get lost, lend me your thoughts (Yeah) Can't get what we want without knowin' (No) I've never felt like this before I apologize if I'm movin' too far Can we just talk? Can we just talk? Figure out where we're goin'  Oh, nah Penthouse view, left some flowers in the room I'll make sure I leave the door unlocked Now I'm on the way, swear I won't be late I'll be there by five o'clock  Oh, you've been dreamin' 'bout it And I'm what you want So stop thinkin' 'bout it  Can we just talk? (Oh) Can we just talk? Talk about where we're goin' Before we get lost, lend me your thoughts Can't get what we want without knowin' I've never felt like this before I apologize if I'm movin' too far Can we just talk? Can we just talk? Figure out where we're goin'  Figure out where we're goin'",1397,272,en,0.9999973955221313
641,Khalid,Up All Night,1,89,"Take me 'round the world and back again As I'm searching for my soul out there Oh, there's something that I'm wondering (Yeah) Where I'm going when my story ends  Doesn't even matter anyway, no, we're Focused and I'm coping with the pain, yeah, we're Only getting older by the day, yeah, we're Only getting older (Only getting older) Doesn't even matter anyway, no, we're Focused and I'm coping with the pain, yeah, we're Only getting older by the day, yeah, we're Only getting older (On my mind all the time)  Keeps me up all night Keeps me Get these thoughts that keep me up all night Keeps me Keeps me up all night Keeps me Get these thoughts that keep me up all night Keeps me  So I'ma light it up, I'm gettin high (So high) Ask me how I am, I'm getting by (Getting by by the minute) But I'm thankful that I'm still alive (Alive) 'Cause there's so much more I'm left to find  Doesn't even matter anyway, no, we're Focused and I'm coping with the pain, yeah, we're Only getting older by the day, yeah, we're Only getting older (Only getting older) Doesn't even matter anyway, no, we're Focused and I'm coping with the pain, yeah, we're Only getting older by the day, yeah, we're Only getting older (On my mind all the time)  Keeps me up all night Keeps me Get these thoughts that keep me up all night Keeps me up (Up all night) Keeps me up all night Keeps me (Up) Get these thoughts that keep me up all night Keeps me up (Up all night)  On my mind all the time Keepin' me up all night On my mind all the time Keepin' me up all night On my mind all the time, ah  Keeps me up all night Keeps me",1595,309,en,0.9999978985245439
649,Kid Cudi,Beautiful Trip,1,100,"Oh, oh Oh Three (Three, two, one)",33,7,en,0.9999952267754811
651,Kid Cudi,Dive,1,80,"Hey  Seen nothing like that shorty with the fat back movin' to the vibes (Vibes) Say, ""I'm just up in my habitat, playin' little Ratatat, kickin' with my tribe"" (Ride) I'm sayin' it's a known fact, show 'em, nigga, no act, sucker, fall in line (Yeah) I'm out to get mine, woah, woah, niggas seein' me shine (Ride) Catch me baked outside, wonderin' daily, why, why? Will she let me get behind? Baby, just close your eyes (Eyes) You see we takin' off, leave the stress, no time (Bye) This ain't televised, see I'm her surprise, I  Ooh-ooh, ooh, that vibe Ooh-ooh, ooh, that vibe Ooh-ooh, I need those fuckin' vibes Doo-doo-doo-doo, and we ragin' 'til daylight Things are gettin' gnarly, got my whiskey by my side Soarin' through my world and I'm 'bout to take a dive This is just the sadness in me, sad times Just another evening and I'm leanin', oh (Let's get it)  Uh, ready, go, set, we won't hold you, neither (Uh) Salute when you see that nigga (Yeah) Tell him, ""Go off,"" when you see him, greet him (Mm) Talkin' shit, fuck ya, legend of the cold one, nice This my life, all my nights Walkin' like a disco ball, all this ice, aye Ayy, ayy, ayy, ayy (This the story) Ayy, ayy, ayy (Woo), ayy (Of a man) Ayy, ayy, ayy (Woo), ayy (And you know it) Ayy, ayy, ayy (Move, move), ayy (Catch the show) Slightly paranoid, can't believe 'em simply (Yeah) Nah, bullshit, miss me (Nah, nah), ahh Call it what it is then, lies This my fantasy high, sayin' goodbye I lay at night, it intensifies",1483,276,en,0.9999963057155705
654,Kid Cudi,Sad People,1,90,"Mm-mm, yeah Mm-mm  In the dead of the night, I have these dreams What'll happen to me? Will I burn out? Have I been wrong? What does it mean? All these things, can't understand why Say something's wrong with me, I know By myself  alone driving, I go Full moon as it glows, I search for truth Tryna be brand new, yeah, I will try No, I won't do but through these screams Fighting and bleed, blood in my eye And I'll be (Another broken soul) God save me (Yeah)  Yeah, baby, see I'm back in my zone Just what I need, mama (Yeah) Nigga been in hell, the same ol' On a mission and I'm gonna fly high (High) This for the sad pеople who keep the blunt burning and we Off on a journеy, you learn me  Close call , life on the edge Ahh, when the time comes, I'll find peace Still in search of, nights, I'm sittin' wishin' I can find love in me Lettin' go, ooh, this ain't livin' I swim in pain Never drown, keep my head up above the waves  (Get it, get it) Tired of runnin', I won't run from fate Late night, ooh, this is when I come alive , when the dreams made Take me, ooh, just don't leave, babe Come on, woah (Don't say goodnight) Scars on my heart, woah (Ahh, ahh, ahh, yeah)  Yeah, baby, see I'm back in my zone Just what I need, mama (Yeah) Nigga been in hell, the same ol' On a mission and I'm gonna fly high (High) This for the sad people who keep the blunt burning and we Off on a journey, you learn me",1403,284,en,0.9999953543544624
657,Kid Cudi & Eminem,The Adventures Of Moon Man & Slim Shady,1,22,!Error!,7,1,de,0.857139724326494
664,Kip Moore,Last Shot,8,53,"Well, baby love's just one of them words that gets thrown around Like a Jack and Coke, sitting on the bar, it gets watered down So I ain't gonna say it, no I ain't gonna lie If you want to known the truth, how I feel about you tonight  If you were my last breath, I'd just wanna hold ya If you were my last night I ever had on wheels, I woulda drive you like I stole ya If you were my last shot, last shot of whiskey I'd press you to my lips, take a little sip Swirl you around and around and around Then I'd shoot ya down  So baby let me look at you and see just what I got If you were my cherry stem I'd tie you in a knot And if I could inhale you, oh baby I'd be gone I'd be floating round high as the Colorado sky blowing smoke rings all night long  If you were my last breath, I'd just wanna hold ya If you were my last night I ever had on wheels, I woulda drive you like I stole ya If you were my last shot, last shot of whiskey I'd press you to my lips, take a little sip Swirl you around and around and around Then I'd shoot ya down Last call, last chance Last dance I was ever gonna get to take  If you were my last breath, I'd just wanna hold ya If you were my last night I ever had on wheels, I woulda drive you like I stole ya If you were my last shot, last shot of whiskey I'd press you to my lips, take a little sip Swirl you around and around and around Then I'd shoot ya down Then I'd shoot ya down  If you were my last breath, I'd just wanna hold ya",1466,315,en,0.9999970424495466
666,Kodak Black Featuring Travis Scott & Offset,ZEZE,25,2,!NoSong!,8,1,tl,0.9999955283913069
668,Kygo X Whitney Houston,Higher Love,9,63,"Post Malone - Circles Billie Eilish - bury a friend Ariana Grande - break up with your girlfriend, i'm bored Ed Sheeran & Travis Scott - Antisocial Bad Bunny - NI BIEN NI MAL Khalid - Saturday Nights J Balvin - Blanco Drake - Behind Barz Ozuna - Devuelveme XXXTENTACION - SAD! Daddy Yankee - Que Tire Pa Lante Anuel AA - Por Ley Taylor Swift - You Need To Calm Down Shawn Mendes - If I Can't Have You Queen - Another One Bites The Dust Eminem - Lose Yourself Juice WRLD - Robbery BTS - Make It Right Travis Scott - HIGHEST IN THE ROOM Imagine Dragons - Bad Liar Camila Cabello - Living Proof Marshmello & Kane Brown - One Thing Right Farruko - Vuelvo a Nacer Sam Smith - How Do You Sleep? Halsey - Graveyard Maluma - 11 PM Kanye West - Follow God Lady Gaga & Bradley Cooper - Shallow The Chainsmokers - Push My Luck Justin Bieber - Sorry J. Cole - MIDDLE CHILD David Guetta - Stay (Don't Go Away) feat. Raye Maroon 5 - Memories Swae Lee - Sextasy Chris Brown - Overtime Beyoncé - Formation Calvin Harris & Rag'n'Bone Man - Giant The Beatles - Let It Be The Weeknd & Daft Punk - Starboy Bruno Mars - 24K Magic Nicky Jam - Tequila Rihanna - Disturbia Coldplay - Orphans Lil Nas X - Old Town Road Avicii - Heaven Panic! At The Disco - High Hopes A Boogie Wit da Hoodie - Look Back at It Cardi B - Press Tyga - SWISH Kygo & Whitney Houston - Higher Love",1349,271,en,0.9999968630250091
672,Lady Gaga,Alice,1,84,"My name isn't Alice But I'll keep looking, I'll keep looking for Wonderland My name isn't Alice But I'll keep looking, I'll keep looking for Wonderland, Wonderland Ah, ah, ah, oh, ah, ah, ah (Ah) Set me free (Ah-ah-ah) Ah, ah, ah, oh, ah, ah, ah (Ah) Set me free (Ah-ah-ah)  Could you pull me out of this alive? (Ah, ah, ah, oh, ah, ah, ah) Where's my body? I'm stuck in my mind (Ah, ah, ah, oh, ah, ah, ah)  (Oh ma-ma-ma, oh ma-ma-ma) I'm tired of screaming (Oh-ma-ma-ma, oh-ma-ma-ma) At the top of my lungs (Oh my mother, oh my mother) I'm in the hole, I'm falling down, down So down, down  My name isn't Alice But I'll keep looking, I'll keep looking for Wonderland My name isn't Alice But I'll keep looking, I'll keep looking for Wonderland, Wonderland  Take me home Take me to Wonderland, Wonderland Take me home Take me to Wonderland, Wonderland  Sick and tired of waking up Screaming at the top of my lungs Think I might've just left myself behind Maestro, play me your symphony I will listen to anything Take me on a trip, DJ, free my mind  My name isn't Alice But I'll keep looking, I'll keep looking for Wonderland My name isn't Alice But I'll keep looking, I'll keep looking for Wonderland, Wonderland  Take me home Take me to Wonderland, Wonderland Take me home Take me to Wonderland, Wonderland Take me home Take me to Wonderland, Wonderland Take me home Take me to Wonderland, Wonderland  Ah, ah, ah, oh, ah, ah, ah, oh (Ah) Set me free (Ah-ah-ah) Ah, ah, ah, oh, ah, ah, ah, oh (Ah) Set me free (Ah-ah-ah)",1520,281,en,0.9999949685015266
673,Lady Gaga,Always Remember Us This Way,9,41,"That Arizona sky Burnin' in your eyes You look at me and babe, I wanna catch on fire It’s buried in my soul Like California gold You found the light in me that I couldn’t find  So when I'm all choked up and I can't find the words Every time we say goodbye, baby, it hurts When the sun goes down And the band won't play I'll always remember us this way  Lovers in the night Poets tryna write We don't know how to rhyme, but damn, we try But all I really know You're where I wanna go The part of me that's you will never die  So when I'm all choked up and I can't find the words Every time we say goodbye, baby, it hurts When the sun goes down And the band won't play I'll always remember us this way  Oh yeah I don't wanna be just a memory, baby, yeah Hoo, hoo, hoo, hoo, hoo, hoo Hoo, hoo, hoo, hoo, hoo, hoo Hoo, hoo, hoo, hoo, hoo hoo hooooooooo  So when I'm all choked up and I can't find the words Every time we say goodbye, baby, it hurts When the sun goes down and the band won't play I'll always remember us this way Way yeah  When you look at me and the whole world fades I'll always remember us this way  Oooh, oooh, hmmmm Oooh, oooh, hmmmm",1149,234,en,0.9999982336925621
677,Lady Gaga & BLACKPINK,Sour Candy,2,33,"Sou-sour candy (Sou-sour candy)  I'm sour candy So sweet, then I get a little angry, yeah Sour candy, yeah, yeah, yeah, yeah, yeah I'm super psycho Make you crazy when I turn the lights low Sour candy, yeah, yeah, yeah, yeah  Ask me to be nice, and then I'll do it extra mean 뜻밖의 표정 하나에 넌 당황하겠지 비싼 척이란 말들로 날 포장한 건 너야, 너야 If you wanna fix me, then let's break up here and now 거리낌 없는 눈빛에 넌 거릴 두니까 툭 까보면 어김없이 소리질러와 Uh-huh, uh-huh (Oh)  I'm hard on the outside But if you give me time Then I could make time for your love I'm hard on the outside But if you see inside, inside, inside  I might be messed up But I know what's up You want a real taste At least I'm not a fake Come, come, unwrap me Come, come, unwrap me I'll show you what's me Close your eyes, don't peek Now I'm undressing Unwrap sour candy Come, come, unwrap me Come, come, unwrap me Come on, sour candy (Oh)  I'm hard on the outside But if you give me time Then I could make time for your love I'm hard on the outside But if you see inside, inside, inside  I'm sour candy So sweet 'til I get a little angry, yeah Sour candy, yeah, yeah, yeah, yeah, yeah I'm super psycho Make you crazy when I turn the lights low Sour candy, yeah, yeah, yeah, yeah  Take a bite, take a bite S-sour candy (Sour candy) Take a bite, take a bite (Uh) S-sour candy Take a bite, take a bite S-sour candy (Sour candy) Take a bite, take a bite (Uh) Sour candy",1397,286,en,0.9999967504831923
678,Lady Gaga & Bradley Cooper,Shallow,45,1,"Tell me somethin', girl Are you happy in this modern world? Or do you need more? Is there somethin' else you're searchin' for?  I'm fallin' In all the good times I find myself longing for change And, in the bad times, I fear myself  Tell me something, boy Aren't you tired tryna fill that void? Or do you need more? Ain't it hard keepin' it so hardcore?  I'm falling In all the good times I find myself longing for change And, in the bad times, I fear myself  I'm off the deep end, watch as I dive in I'll never meet the ground Crash through the surface where they can't hurt us We're far from the shallow now  In the sha-ha, sha-hallow In the sha-ha, sha-la-la-la-low In the sha-ha, sha-hallow We're far from the shallow now  Oh, ha, ah, ha Oh-ah, ha  I'm off the deep end, watch as I dive in I'll never meet the ground Crash through the surface where they can't hurt us We're far from the shallow now  In the sha-ha, shallow In the sha-ha, sha-la-la-la-low In the sha-ha, shallow We're far from the shallow now",1012,190,en,0.9999973414216363
679,Lana Del Rey,Doin' Time,2,59,"Summertime , and the livin's easy Bradley's on the microphone with Ras MG All the people in the dance will agree That we're well-qualified to represent the L.B.C . Me, me and Louie, we gonna run to the party And dance to the rhythm, it gets harder  Me and my girl, we got this relationship I love her so bad, but she treats me like shit On lockdown, like a penitentiary She spreads her lovin' all over And when she gets home, there's none left for me  Summertime, and the livin's easy Bradley's on the microphone with Ras MG All the people in the dance will agree That we're well-qualified to represent the L.B.C . Me, me and Louie, we gonna run to the party And dance to the rhythm, it gets harder (Harder, yeah, harder, yeah)  Oh, take this veil from off my eyes My burning sun will, some day, rise So, what am I gonna be doin' for a while? Said, I'm gonna play with myself Show them how we come off the shelf  Summertime, and the livin's easy Bradley's on the microphone with Ras MG All the people in the dance will agree That we're well-qualified to represent the L.B.C . Me, me and Louie, we gonna run to the party And dance to the rhythm, it gets harder (Harder, yeah, harder, yeah)  Evil, we've come to tell you that she's evil, most definitely Evil, ornery, scandalous and evil, most definitely The tension, it's getting hotter I'd like to hold her head underwater (Summertime) (Ah, ah, ah)  Summertime, and the livin's easy Bradley's on the microphone with Ras MG All the people in the dance will agree That we're well-qualified to represent the L.B.C . Me, me and Louie, we gonna run to the party And dance to the rhythm, it gets harder",1646,306,en,0.9999980295284083
681,Lauren Daigle,The Christmas Song,2,55,"Chestnuts roasting on an open fire Jack Frost nippin' at your nose Yuletide carols being sung by a choir And folks dressed up like Eskimos  Everybody knows a turkey and some mistletoe Help to make the season bright Tiny tots with their eyes all aglow Will find it hard to sleep tonight  They know that Santa’s on his way He's loaded lots of toys and goodies on his sleigh And every mother's child is gonna spy To see if reindeer really know how to fly  And so I’m offering this simple phrase To kids from one to 92 Although it's been said many times, many ways Merry Christmas to you   And so I'm offering this simple phrase To kids from one to 92 Although it's been said many times, many ways Merry Christmas—  Oh, merry Christmas Oh, merry Christmas to you",758,141,en,0.9999963886036449
682,Lauren Daigle,You Say,43,29,"I keep fighting voices in my mind that say I’m not enough Every single lie that tells me I will never measure up Am I more than just the sum of every high and every low? Remind me once again just who I am, because I need to know  You say I am loved when I can’t feel a thing You say I am strong when I think I am weak You say I am held when I am falling short When I don’t belong, You say I am Yours And I believe, I believe What You say of me I believe  The only thing that matters now is everything You think of me In You, I find my worth; in You, I find my identity  You say I am loved when I can’t feel a thing You say I am strong when I think I am weak You say I am held when I am falling short When I don’t belong, You say I am Yours And I believe, I believe What You say of me I believe  Taking all I have and now I'm laying it at Your feet You have every failure, God You'll have every victory  You say I am loved when I can’t feel a thing You say I am strong when I think I am weak You say I am held when I am falling short When I don’t belong, You say I am Yours And I believe, I believe What You say of me I believe  Oh, I believe Yes, I believe What You say of me Oh, I believe",1189,267,en,0.9999961066755562
683,Lauv & Troye Sivan,I'm So Tired...,6,81,!Error!,7,1,de,0.9999946658217418
717,Lil Durk,The Voice,1,62,"This the voice of the hero Voice of the hero Voice of the hero See, I'm the voice, Baby, he the hero Baby, he the hero",118,26,en,0.9999953683645386
724,Lil Nas X,Panini,32,5,"D-D-Daytrip took it to ten ( Hey )  Ayy, Panini, don't you be a meanie Thought you wanted me to go up Why you tryna keep me teeny? I It's a dream, he wished it on a genie I got fans finally, ain't you wanting them to see me? I  I thought you want this for my life, for my life Said you wanted to see me thrive, you lied  Just say to me what you want from me Just say to me what you want from me  Ayy, Panini, don't you be a meanie Thought you wanted me to go up Why you tryna keep me teeny now? Now they need me, number one on streaming Oh yeah, you used to love me So what happened, what's the meaning? I  I thought you want this for my life, for my life Said you wanted to see me thrive, you lied  Now when it's all done, I get the upper hand I need a big Benz, not another fan But I still want you as a fan I'ma need to sit down, don't mean to make demands But I need you to...  Say to me what you want from me Just say to me what you want from me  D-D-Daytrip took it to ten ( Hey )",986,217,en,0.9999985906163151
726,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,45,1,"Yeah, I’m gonna take my horse to the old town road I’m gonna ride ’til I can’t no more I’m gonna take my horse to the old town road I’m gonna ride ’til I can’t no more (Kio, Kio)  I got the horses in the back Horse tack is attached Hat is matte black Got the boots that’s black to match Ridin’ on a horse, ha You can whip your Porsche I been in the valley You ain’t been up off that porch, now  Can’t nobody tell me nothin’ You can’t tell me nothin’ Can’t nobody tell me nothin’ You can’t tell me nothin’ Ridin’ on a tractor Lean all in my bladder Cheated on my baby You can go and ask her My life is a movie Bull ridin’ and boobies Cowboy hat from Gucci Wrangler on my booty  Can’t nobody tell me nothin’ You can’t tell me nothin’ Can’t nobody tell me nothin’ You can’t tell me nothin’  Yeah, I’m gonna take my horse to the old town road I’m gonna ride ’til I can’t no more I’m gonna take my horse to the old town road I’m gonna ride ’til I can’t no more  Hat down, cross town, livin’ like a rockstar Spent a lot of money on my brand new guitar Baby’s got a habit: diamond rings and Fendi sports bras Ridin’ down Rodeo in my Maserati sports car Got no stress, I’ve been through all that I’m like a Marlboro Man so I kick on back Wish I could roll on back to that old town road I wanna ride ’til I can’t no more  Yeah, I’m gonna take my horse to the old town road I’m gonna ride ’til I can’t no more I’m gonna take my horse to the old town road I’m gonna ride ’til I can’t no more",1480,307,en,0.9999937226041936
784,Little Big Town,"Wine, Beer, Whiskey",1,100,"Woo! (Oh, yeah)  My friend named Jack, he's got my back He always seems to know right where I'm at My friend Jose, he likes to play He's always up for anything I say (Woo)  Little bit of Red (Uh-huh) A lotta bit of Crown (Oh, yeah) Don't matter what it is, I'm gonna drink it down, down, down  The wine, the beer, the whiskey Are the only things that fix me I'm not sayin' it's a problem, I can stop it if I wanna But the wine, the beer, the whiskey They always get me  My friend named Gin, she's got some friends I'm talkin' Brandy, Sherry, and their brother Jim My friend the captain, we call him Morgan He likes to anchor down and hang over 'til mornin'  Little bit of Red (Uh-huh) A lotta bit of White (Oh, yeah) Don't matter what it is, it's gonna make it all alright  The wine, the beer, the whiskey Are the only things that fix me I'm not sayin' it's a problem, I can stop it if I wanna But the wine, the beer, the whiskey They always get me  (Woo!) (Oh, yeah, alright) (Woo!) My friend named Tito, he's my amigo I'm gonna follow him around wherever he go (Woo)  The wine, the beer, the whiskey Yeah, I got all my friends here with me I'm not sayin' it's a problem, I can stop it if I wanna But who would wanna? When the wine, the beer, the whiskey They always get me  They always get me (They always get me) They always get me Yeah, they always get me, they get me Doo-doo-doo-doo-doo-doo-doo (Ha-ha-ha, brr-brr-doo)",1424,277,en,0.9999967501906932
790,Logic,Perfect,1,95,"[Verse: Logic &  Juicy J ] Bitch, I did it, I made it, I'm loved and I'm hated I started from the bottom, now my neighborhood is gated They say, ""Drink to your accomplishments,"" so every night I'm faded Feel like every other day, me and somebody new related You're my sister, cousin, brother from the other side? (The other side) Well, I don't know who told you that (My mama) Well, she fucking lied Ayy, wake up, wake up, get your cake up Cut it up like it's cocaine, shake up All the streets with all these beats I body beats, I'm not discreet  (Per-Per-Perfect) This is how I feel on the inside All you non-talent rappin' motherfuckers better run and hide You worthless, you have no purpose, fuckin' imposter You gots to get it through your head You won't ever get no handout Fuckin' with your ass, it'd be like throwing a band out  (Per-Per-Perfect) My flow increased, my dough increased You know I leave them all deceased I am a fucking beast, I'm from the East I keep the peace, don't need a piece But I keep a piece, got it, capisce? That boy gon' eat, this is a feast Once I release, I'm smokin' trees I bought my shit, I don't need no lease So fuck you up like Master P (Perfect) This shit right here a masterpiece, I'm comin' in hot like the police Shooting my shot like the police All on the block like the police, man, who gon' (Stop, stop) The police  from leaving bodies in the motherfuckin' streets, man?  ( Fire ,  per-per-perfect )  Logic cites Nujabes, MF Doom, RZA, and Kanye West as key inspirations behind his production style",1547,288,en,0.9999981910004767
793,Lukas Graham,Love Someone,10,70,"There are days I wake up and I pinch myself You're with me, not someone else And I'm scared, yeah, I'm still scared That it's all a dream  'Cause you still look perfect as days go by Even the worst ones, you make me smile I'd stop the world if it gave us time  'Cause when you love someone You open up your heart When you love someone You make room If you love someone And you're not afraid to lose 'em You probably never loved someone like I do You probably never loved someone like I do  When you say You love the way I make you feel Everything becomes so real Don't be scared, no, don't be scared 'Cause you're all I need  And you still look perfect as days go by Even the worst ones, you make me smile I'd stop the world if it gave us time  'Cause when you love someone You open up your heart When you love someone You make room If you love someone And you're not afraid to lose 'em You probably never loved someone like I do You probably never loved someone like I do  All my life I thought it'd be hard to find The one, 'til I found you And I find it bittersweet 'Cause you gave me something to lose  But when you love someone You open up your heart When you love someone You make room If you love someone And you're not afraid to lose 'em You probably never loved someone like I do You probably never loved someone like I do You probably never loved someone like I do",1374,275,en,0.9999974864740587
794,Luke Bryan,Knockin' Boots,22,31,"This truck needs a half tank These wheels need a two-lane This radio needs three songs to play To get me 'cross town to you That dress needs to slip off That hair needs to come down Friday nights need to do What Friday nights need to do That's the truth  Yeah, birds need bees and ice needs whiskey Boys like me need girls like you to kiss me ""Fishin' in the Dark"" needs Nitty Gritty Under that pale moon Sweet tea needs that sugar stirrin' Small town nights need both ends burnin' Shades need drawin', hearts need fallin' Boots need knockin', knockin' boots Knockin' boots, me and you, oh  Long weeks need a weekend Cheap drinks need a-slingin' That dance floor needs some me on you And you on me tonight Singalongs need to be sung Tip bells need to be rung Last calls need a call that cab And backseats need I want you so bad  Yeah, birds need bees and ice needs whiskey Boys like me need the girls like you to kiss me ""Fishin' in the Dark"" needs Nitty Gritty Under that pale moon Sweet tea needs that sugar stirrin' Small town nights need both ends burnin' Shades need drawin', hearts need fallin' Boots need knockin', knockin' boots Knockin' boots, girl, me and you  Doors need shuttin' Lights need cuttin' Lips need lockin' Boots need knockin'  And birds need bees and ice needs whiskey Boys like me need girls like you to kiss me ""Fishin' in the Dark"" needs Nitty Gritty Under that pale moon Sweet tea needs that sugar stirrin' Small town nights need both ends burnin' Shades need drawin', hearts need fallin' Boots need knockin', knockin' boots Mmm, knockin' boots, me and you, oh Knockin' boots",1602,292,en,0.9999970238526248
